Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1528498800.0,2018-06-08 11-PM,BTCUSD,7649.94,7650.83,7615.66,7620.77,381.51,2913067.54
1528495200.0,2018-06-08 10-PM,BTCUSD,7651.25,7665.48,7644.25,7649.94,271.51,2078490.26
1528491600.0,2018-06-08 09-PM,BTCUSD,7653.67,7657.57,7645.85,7651.25,214.23,1639325.1
1528488000.0,2018-06-08 08-PM,BTCUSD,7645.55,7655.92,7638.98,7653.67,117.41,898287.64
1528484400.0,2018-06-08 07-PM,BTCUSD,7643.46,7650.8,7632.74,7645.55,125.8,961183.94
1528480800.0,2018-06-08 06-PM,BTCUSD,7652.29,7657.09,7639.75,7643.46,153.8,1176021.91
1528477200.0,2018-06-08 05-PM,BTCUSD,7645.86,7665,7642.93,7652.29,129.55,990908.6
1528473600.0,2018-06-08 04-PM,BTCUSD,7642.16,7655.8,7627.65,7645.86,446.22,3409346.9
1528470000.0,2018-06-08 03-PM,BTCUSD,7586.09,7647.27,7557.97,7642.16,319.88,2425413.46
1528466400.0,2018-06-08 02-PM,BTCUSD,7584.26,7592.75,7567.42,7586.09,230.85,1749978.17
1528462800.0,2018-06-08 01-PM,BTCUSD,7566.88,7589.54,7555.03,7584.26,291.49,2207626.75
1528459200.0,2018-06-08 12-PM,BTCUSD,7566.27,7576.94,7543.91,7566.88,406.09,3070262.01
1528455600.0,2018-06-08 11-AM,BTCUSD,7579.97,7585.28,7549.23,7566.27,582.21,4405588.06
1528452000.0,2018-06-08 10-AM,BTCUSD,7633.71,7634.44,7576.01,7579.97,570.03,4335998.53
1528448400.0,2018-06-08 09-AM,BTCUSD,7640.42,7650.7,7626.53,7633.71,460.41,3518073.92
1528444800.0,2018-06-08 08-AM,BTCUSD,7641.65,7642.18,7614.67,7640.42,618.7,4722710.99
1528441200.0,2018-06-08 07-AM,BTCUSD,7656.22,7660.61,7635.67,7641.65,402.36,3077347.01
1528437600.0,2018-06-08 06-AM,BTCUSD,7641.44,7656.28,7641.44,7656.22,94.08,719483.97
1528434000.0,2018-06-08 05-AM,BTCUSD,7637.88,7649.89,7636.35,7641.44,174.12,1330886.36
1528430400.0,2018-06-08 04-AM,BTCUSD,7651.4,7655.82,7625.5,7637.88,374.63,2863013.67
1528426800.0,2018-06-08 03-AM,BTCUSD,7675.51,7677.05,7647,7651.4,281.89,2159523.32
1528423200.0,2018-06-08 02-AM,BTCUSD,7690.55,7692.73,7675.06,7675.51,213.98,1643720.26
1528419600.0,2018-06-08 01-AM,BTCUSD,7708.15,7712.03,7689.06,7690.55,110.8,853152.32
1528416000.0,2018-06-08 12-AM,BTCUSD,7708.73,7711.99,7695.37,7708.15,205.08,1580508.57
1528412400.0,2018-06-07 11-PM,BTCUSD,7674.26,7712.5,7669.5,7708.73,288.3,2217979.1
1528408800.0,2018-06-07 10-PM,BTCUSD,7693.47,7694.12,7660.03,7674.26,201.16,1544947.78
1528405200.0,2018-06-07 09-PM,BTCUSD,7692.32,7700.04,7681.59,7693.47,187.47,1441848.88
1528401600.0,2018-06-07 08-PM,BTCUSD,7718.15,7721.75,7664.39,7692.32,526.98,4055821.32
1528398000.0,2018-06-07 07-PM,BTCUSD,7703.53,7722.35,7702.52,7718.15,218.3,1683618.96
1528394400.0,2018-06-07 06-PM,BTCUSD,7706.26,7719.29,7701.35,7703.53,114.67,884170.55
1528390800.0,2018-06-07 05-PM,BTCUSD,7723.36,7746.58,7690,7706.26,329.7,2540916.6
1528387200.0,2018-06-07 04-PM,BTCUSD,7712.44,7724.71,7700.93,7723.36,349.0,2691362.08
1528383600.0,2018-06-07 03-PM,BTCUSD,7707.79,7720.82,7683.33,7712.44,357.58,2753611.93
1528380000.0,2018-06-07 02-PM,BTCUSD,7722.54,7734.26,7674.45,7707.79,567.41,4375233.15
1528376400.0,2018-06-07 01-PM,BTCUSD,7718.82,7735.41,7714.96,7722.54,263.92,2038724.94
1528372800.0,2018-06-07 12-PM,BTCUSD,7707.77,7731.35,7702.44,7718.82,233.85,1804557.19
1528369200.0,2018-06-07 11-AM,BTCUSD,7710.94,7723.15,7702.41,7707.77,266.97,2058964.72
1528365600.0,2018-06-07 10-AM,BTCUSD,7717.05,7720.61,7697.33,7710.94,125.95,970957.02
1528362000.0,2018-06-07 09-AM,BTCUSD,7712.73,7720.85,7697.23,7717.05,261.75,2018812.76
1528358400.0,2018-06-07 08-AM,BTCUSD,7718.04,7741.04,7705.13,7712.73,604.59,4668769.75
1528354800.0,2018-06-07 07-AM,BTCUSD,7717.24,7722.63,7709.91,7718.04,170.85,1318155.29
1528351200.0,2018-06-07 06-AM,BTCUSD,7711.77,7717.93,7684.32,7717.24,287.24,2213952.55
1528347600.0,2018-06-07 05-AM,BTCUSD,7714.55,7720.77,7707.28,7711.77,96.17,741737.15
1528344000.0,2018-06-07 04-AM,BTCUSD,7731.47,7734.69,7699.87,7714.55,197.92,1527436.89
1528340400.0,2018-06-07 03-AM,BTCUSD,7719.21,7747.29,7706.99,7731.47,219.13,1691648.33
1528336800.0,2018-06-07 02-AM,BTCUSD,7723.1,7750.01,7716.88,7719.21,204.84,1583786.9
1528333200.0,2018-06-07 01-AM,BTCUSD,7727.67,7755.61,7712.68,7723.1,478.03,3695417.72
1528329600.0,2018-06-07 12-AM,BTCUSD,7660.93,7731.21,7660.26,7727.67,280.98,2157627.98
1528326000.0,2018-06-06 11-PM,BTCUSD,7664.45,7666.23,7648.96,7660.93,77.81,596013.47
1528322400.0,2018-06-06 10-PM,BTCUSD,7673.59,7690.23,7658.96,7664.45,117.36,900739.48
1528318800.0,2018-06-06 09-PM,BTCUSD,7626.3,7699.85,7616.75,7673.59,542.64,4156040.49
1528315200.0,2018-06-06 08-PM,BTCUSD,7543.21,7638.05,7523.13,7626.3,215.13,1628931.87
1528311600.0,2018-06-06 07-PM,BTCUSD,7533.36,7548.96,7532.28,7543.21,98.69,744150.94
1528308000.0,2018-06-06 06-PM,BTCUSD,7542.01,7552.07,7503.79,7533.36,291.2,2191428.07
1528304400.0,2018-06-06 05-PM,BTCUSD,7526.37,7550.04,7525,7542.01,322.37,2430216.3
1528300800.0,2018-06-06 04-PM,BTCUSD,7667.07,7671.55,7517.89,7526.37,448.27,3394918.92
1528297200.0,2018-06-06 03-PM,BTCUSD,7640.04,7686.69,7630.04,7667.07,287.07,2197237.79
1528293600.0,2018-06-06 02-PM,BTCUSD,7643.2,7656.14,7631.14,7640.04,115.86,885556.94
1528290000.0,2018-06-06 01-PM,BTCUSD,7659.88,7660.74,7642.25,7643.2,206.48,1579770.22
1528286400.0,2018-06-06 12-PM,BTCUSD,7627.01,7669.88,7614.36,7659.88,449.45,3431430.05
1528282800.0,2018-06-06 11-AM,BTCUSD,7619.01,7638.87,7619.01,7627.01,358.15,2732875.01
1528279200.0,2018-06-06 10-AM,BTCUSD,7604.45,7623.09,7600.16,7619.01,239.85,1825802.89
1528275600.0,2018-06-06 09-AM,BTCUSD,7622.74,7624.85,7600.16,7604.45,212.09,1614813.43
1528272000.0,2018-06-06 08-AM,BTCUSD,7631.95,7633.26,7594.14,7622.74,226.67,1725672.15
1528268400.0,2018-06-06 07-AM,BTCUSD,7636.4,7682.99,7612.71,7631.95,359.51,2744114.35
1528264800.0,2018-06-06 06-AM,BTCUSD,7616.36,7645.17,7614.68,7636.4,382.65,2919870.23
1528261200.0,2018-06-06 05-AM,BTCUSD,7600.41,7618.19,7569.64,7616.36,334.64,2543458.12
1528257600.0,2018-06-06 04-AM,BTCUSD,7616.96,7621.93,7600.41,7600.41,168.42,1281935.75
1528254000.0,2018-06-06 03-AM,BTCUSD,7621.74,7629.58,7613.87,7616.96,54.37,414493.22
1528250400.0,2018-06-06 02-AM,BTCUSD,7638.21,7640.67,7602.07,7621.74,294.64,2244610.56
1528246800.0,2018-06-06 01-AM,BTCUSD,7625.92,7643,7600.36,7638.21,285.24,2176142.34
1528243200.0,2018-06-06 12-AM,BTCUSD,7638.39,7648.81,7625.92,7625.92,202.28,1544866.18
1528239600.0,2018-06-05 11-PM,BTCUSD,7640.26,7647.98,7621.9,7638.39,313.39,2393748.15
1528236000.0,2018-06-05 10-PM,BTCUSD,7614.36,7643.62,7614.36,7640.26,292.03,2228275.9
1528232400.0,2018-06-05 09-PM,BTCUSD,7659.46,7661.75,7607.52,7614.36,532.85,4064698.94
1528228800.0,2018-06-05 08-PM,BTCUSD,7651.92,7669.16,7641.07,7659.46,389.78,2982820.3
1528225200.0,2018-06-05 07-PM,BTCUSD,7645.88,7664.1,7641.43,7651.92,462.45,3539572.67
1528221600.0,2018-06-05 06-PM,BTCUSD,7648.75,7677.44,7643.01,7645.88,139.13,1065953.9
1528218000.0,2018-06-05 05-PM,BTCUSD,7606.71,7691.67,7597.57,7648.75,260.38,1989228.07
1528214400.0,2018-06-05 04-PM,BTCUSD,7620.83,7639.95,7584.65,7606.71,363.31,2763469.51
1528210800.0,2018-06-05 03-PM,BTCUSD,7462.58,7620.83,7461.08,7620.83,384.25,2886445.71
1528207200.0,2018-06-05 02-PM,BTCUSD,7451.03,7472.56,7436.16,7462.58,273.44,2037750.85
1528203600.0,2018-06-05 01-PM,BTCUSD,7470,7494.1,7438.68,7451.03,462.01,3451051.33
1528200000.0,2018-06-05 12-PM,BTCUSD,7470.62,7494.66,7470,7470,200.29,1498947.79
1528196400.0,2018-06-05 11-AM,BTCUSD,7478.02,7498.36,7452,7470.62,251.89,1881609.07
1528192800.0,2018-06-05 10-AM,BTCUSD,7484.15,7487.36,7448.03,7478.02,301.92,2255156.92
1528189200.0,2018-06-05 09-AM,BTCUSD,7494.38,7494.38,7460.13,7484.15,274.74,2053257.31
1528185600.0,2018-06-05 08-AM,BTCUSD,7460.59,7515.01,7451.45,7494.38,471.68,3528753.2
1528182000.0,2018-06-05 07-AM,BTCUSD,7477.24,7477.92,7440.47,7460.59,207.12,1545504.15
1528178400.0,2018-06-05 06-AM,BTCUSD,7471.87,7497.14,7461.21,7477.24,308.89,2309992.42
1528174800.0,2018-06-05 05-AM,BTCUSD,7435.37,7479.87,7433.34,7471.87,441.3,3291004.65
1528171200.0,2018-06-05 04-AM,BTCUSD,7459.47,7478.29,7435.37,7435.37,208.42,1553619.28
1528167600.0,2018-06-05 03-AM,BTCUSD,7455.46,7474.14,7448.49,7459.47,299.97,2237126.77
1528164000.0,2018-06-05 02-AM,BTCUSD,7519.33,7521.33,7453,7455.46,362.75,2712935.54
1528160400.0,2018-06-05 01-AM,BTCUSD,7527.22,7547.14,7510.02,7519.33,235.38,1772131.9
1528156800.0,2018-06-05 12-AM,BTCUSD,7533.02,7551.22,7517.66,7527.22,202.92,1528200.58
1528153200.0,2018-06-04 11-PM,BTCUSD,7553.19,7554,7510.42,7533.02,469.9,3535868.07
1528149600.0,2018-06-04 10-PM,BTCUSD,7564.44,7564.94,7550,7553.19,170.61,1288660.31
1528146000.0,2018-06-04 09-PM,BTCUSD,7546.19,7569.63,7531.2,7564.44,301.46,2275772.3
1528142400.0,2018-06-04 08-PM,BTCUSD,7519.3,7549.98,7509.2,7546.19,202.75,1525335.63
1528138800.0,2018-06-04 07-PM,BTCUSD,7537.33,7543.13,7510.67,7519.3,174.07,1310010.84
1528135200.0,2018-06-04 06-PM,BTCUSD,7518.31,7542.35,7506.65,7537.33,240.04,1805464.36
1528131600.0,2018-06-04 05-PM,BTCUSD,7519.22,7536.97,7502.41,7518.31,361.87,2720309.13
1528128000.0,2018-06-04 04-PM,BTCUSD,7551.54,7556.64,7515.49,7519.22,302.04,2276688.23
1528124400.0,2018-06-04 03-PM,BTCUSD,7523.96,7556.65,7523.5,7551.54,205.3,1548525.94
1528120800.0,2018-06-04 02-PM,BTCUSD,7551.45,7552,7505,7523.96,366.5,2757007.93
1528117200.0,2018-06-04 01-PM,BTCUSD,7565.37,7571.92,7550,7551.45,286.99,2170256.05
1528113600.0,2018-06-04 12-PM,BTCUSD,7557.6,7574.05,7555.44,7565.37,254.79,1927687.66
1528110000.0,2018-06-04 11-AM,BTCUSD,7616.76,7616.76,7553.8,7557.6,384.12,2910755.32
1528106400.0,2018-06-04 10-AM,BTCUSD,7629.36,7632.44,7614.82,7616.76,406.39,3098671.43
1528102800.0,2018-06-04 09-AM,BTCUSD,7614.09,7631.65,7606.29,7629.36,201.78,1536361.49
1528099200.0,2018-06-04 08-AM,BTCUSD,7625.59,7631.55,7603.85,7614.09,133.96,1020306.41
1528095600.0,2018-06-04 07-AM,BTCUSD,7603.39,7633.66,7600.95,7625.59,180.01,1371539.05
1528092000.0,2018-06-04 06-AM,BTCUSD,7684.81,7687.55,7599.32,7603.39,448.57,3427615.09
1528088400.0,2018-06-04 05-AM,BTCUSD,7704.81,7704.81,7644.52,7684.81,193.05,1482889.15
1528084800.0,2018-06-04 04-AM,BTCUSD,7706.08,7709.79,7700.01,7704.81,111.36,858126.97
1528081200.0,2018-06-04 03-AM,BTCUSD,7700.01,7710.27,7700.01,7706.08,227.59,1753689.1
1528077600.0,2018-06-04 02-AM,BTCUSD,7722.16,7722.16,7700.01,7700.01,111.91,862759.99
1528074000.0,2018-06-04 01-AM,BTCUSD,7728.53,7730.64,7700.01,7722.16,444.53,3431697.87
1528070400.0,2018-06-04 12-AM,BTCUSD,7720.28,7759.27,7718.83,7728.53,334.07,2583525.33
1528066800.0,2018-06-03 11-PM,BTCUSD,7711.99,7722.47,7696.21,7720.28,365.65,2818923.3
1528063200.0,2018-06-03 10-PM,BTCUSD,7692.23,7716.92,7688.12,7711.99,156.3,1202622.42
1528059600.0,2018-06-03 09-PM,BTCUSD,7719.29,7719.4,7684.67,7692.23,185.14,1425909.84
1528056000.0,2018-06-03 08-PM,BTCUSD,7709.02,7728.28,7690.02,7719.29,320.94,2473119.78
1528052400.0,2018-06-03 07-PM,BTCUSD,7704.85,7730.53,7692.42,7709.02,544.59,4200199.15
1528048800.0,2018-06-03 06-PM,BTCUSD,7723.68,7728.59,7700.19,7704.85,190.54,1469808.89
1528045200.0,2018-06-03 05-PM,BTCUSD,7732,7739.85,7700.77,7723.68,334.25,2579263.51
1528041600.0,2018-06-03 04-PM,BTCUSD,7731.57,7735.92,7720.73,7732,228.73,1767617.14
1528038000.0,2018-06-03 03-PM,BTCUSD,7712.67,7732.02,7700,7731.57,248.62,1917485.63
1528034400.0,2018-06-03 02-PM,BTCUSD,7730.52,7731.16,7700,7712.67,270.9,2089799.56
1528030800.0,2018-06-03 01-PM,BTCUSD,7721.08,7744,7717.79,7730.52,217.36,1680314.1
1528027200.0,2018-06-03 12-PM,BTCUSD,7704.85,7724.67,7690.11,7721.08,221.86,1709868.85
1528023600.0,2018-06-03 11-AM,BTCUSD,7706.49,7719.55,7698.05,7704.85,216.85,1671636.58
1528020000.0,2018-06-03 10-AM,BTCUSD,7738.77,7747.71,7691.95,7706.49,274.34,2119440.66
1528016400.0,2018-06-03 09-AM,BTCUSD,7728.67,7742.07,7718.8,7738.77,248.43,1920681.19
1528012800.0,2018-06-03 08-AM,BTCUSD,7715.88,7745.3,7706.7,7728.67,236.94,1830016.03
1528009200.0,2018-06-03 07-AM,BTCUSD,7710.67,7720,7696.98,7715.88,286.73,2210648.49
1528005600.0,2018-06-03 06-AM,BTCUSD,7635.35,7756.51,7632.37,7710.67,661.94,5096301.19
1528002000.0,2018-06-03 05-AM,BTCUSD,7635.77,7643.81,7628.08,7635.35,234.01,1786872.26
1527998400.0,2018-06-03 04-AM,BTCUSD,7638.54,7643.64,7624.91,7635.77,213.63,1630614.83
1527994800.0,2018-06-03 03-AM,BTCUSD,7633.45,7642.2,7617.94,7638.54,330.3,2520893.22
1527991200.0,2018-06-03 02-AM,BTCUSD,7631.93,7635.28,7606.9,7633.45,320.2,2440614.46
1527987600.0,2018-06-03 01-AM,BTCUSD,7640.9,7653.9,7620.5,7631.93,340.8,2602927.83
1527984000.0,2018-06-03 12-AM,BTCUSD,7626.37,7647.58,7622.26,7640.9,289.19,2208544.69
1527980400.0,2018-06-02 11-PM,BTCUSD,7623.37,7637.53,7620.1,7626.37,216.38,1650790.64
1527976800.0,2018-06-02 10-PM,BTCUSD,7626.23,7638.58,7614.49,7623.37,262.05,1998075.74
1527973200.0,2018-06-02 09-PM,BTCUSD,7632.23,7656.53,7622.07,7626.23,459.74,3512015.98
1527969600.0,2018-06-02 08-PM,BTCUSD,7667.16,7671.16,7628.49,7632.23,410.41,3140746.97
1527966000.0,2018-06-02 07-PM,BTCUSD,7660.01,7681.14,7660,7667.16,209.02,1603637.7
1527962400.0,2018-06-02 06-PM,BTCUSD,7641.54,7664.08,7634.37,7660.01,260.27,1989772.38
1527958800.0,2018-06-02 05-PM,BTCUSD,7638.45,7657.72,7629.66,7641.54,319.82,2443705.05
1527955200.0,2018-06-02 04-PM,BTCUSD,7645,7657.64,7632,7638.45,229.31,1752442.12
1527951600.0,2018-06-02 03-PM,BTCUSD,7670.72,7692.54,7637.25,7645,430.54,3296121.94
1527948000.0,2018-06-02 02-PM,BTCUSD,7653.02,7673.82,7644.83,7670.72,257.38,1970671.63
1527944400.0,2018-06-02 01-PM,BTCUSD,7637.82,7669.99,7636.82,7653.02,274.1,2099230.71
1527940800.0,2018-06-02 12-PM,BTCUSD,7647.22,7648.03,7612.54,7637.82,281.6,2149900.13
1527937200.0,2018-06-02 11-AM,BTCUSD,7658.81,7662.32,7619.42,7647.22,301.63,2305596.47
1527933600.0,2018-06-02 10-AM,BTCUSD,7663.09,7674.93,7644.53,7658.81,224.37,1718937.69
1527930000.0,2018-06-02 09-AM,BTCUSD,7662,7663.23,7637.91,7663.09,178.54,1366703.19
1527926400.0,2018-06-02 08-AM,BTCUSD,7656.82,7695.14,7650.28,7662,231.59,1775815.38
1527922800.0,2018-06-02 07-AM,BTCUSD,7672.02,7693.89,7650.65,7656.82,442.89,3397397.28
1527919200.0,2018-06-02 06-AM,BTCUSD,7533.07,7691.8,7492.89,7672.02,573.05,4314795.79
1527915600.0,2018-06-02 05-AM,BTCUSD,7503.79,7543.28,7503.11,7533.07,418.35,3150221.59
1527912000.0,2018-06-02 04-AM,BTCUSD,7509.27,7513.99,7498.82,7503.79,232.86,1748027.07
1527908400.0,2018-06-02 03-AM,BTCUSD,7505.42,7521.36,7500.73,7509.27,205.44,1542489.53
1527904800.0,2018-06-02 02-AM,BTCUSD,7512.98,7522.29,7496.29,7505.42,191.73,1439665.47
1527901200.0,2018-06-02 01-AM,BTCUSD,7490.52,7519.18,7489.47,7512.98,405.29,3040952.27
1527897600.0,2018-06-02 12-AM,BTCUSD,7538.91,7551,7485.56,7490.52,206.37,1554778.41
1527894000.0,2018-06-01 11-PM,BTCUSD,7541.85,7561.05,7534.02,7538.91,223.83,1689324.47
1527890400.0,2018-06-01 10-PM,BTCUSD,7477.46,7555.81,7476.06,7541.85,747.39,5626189.4
1527886800.0,2018-06-01 09-PM,BTCUSD,7472.42,7481.79,7463.41,7477.46,250.19,1869968.52
1527883200.0,2018-06-01 08-PM,BTCUSD,7466.77,7479.35,7442.26,7472.42,437.13,3260604.14
1527879600.0,2018-06-01 07-PM,BTCUSD,7431.31,7480.09,7428.48,7466.77,482.81,3600747.32
1527876000.0,2018-06-01 06-PM,BTCUSD,7459.54,7461.84,7421.48,7431.31,245.04,1823858.21
1527872400.0,2018-06-01 05-PM,BTCUSD,7468,7470.26,7448.01,7459.54,256.34,1912209.21
1527868800.0,2018-06-01 04-PM,BTCUSD,7472.01,7485.97,7453.78,7468,263.81,1971050.18
1527865200.0,2018-06-01 03-PM,BTCUSD,7458.06,7486.12,7428.69,7472.01,502.32,3748356.11
1527861600.0,2018-06-01 02-PM,BTCUSD,7449.87,7461.5,7447.03,7458.06,243.81,1817275.58
1527858000.0,2018-06-01 01-PM,BTCUSD,7441.97,7458.19,7437.86,7449.87,311.61,2320258.19
1527854400.0,2018-06-01 12-PM,BTCUSD,7392.55,7455.94,7384.42,7441.97,746.77,5543311.16
1527850800.0,2018-06-01 11-AM,BTCUSD,7573.92,7587.23,7390.53,7392.55,536.03,4006491.68
1527847200.0,2018-06-01 10-AM,BTCUSD,7573.05,7582.25,7558.81,7573.92,249.75,1890797.26
1527843600.0,2018-06-01 09-AM,BTCUSD,7616.32,7616.99,7562.05,7573.05,304.77,2311455.93
1527840000.0,2018-06-01 08-AM,BTCUSD,7596.3,7616.32,7577.68,7616.32,218.19,1656449.12
1527836400.0,2018-06-01 07-AM,BTCUSD,7569.96,7613.93,7568.13,7596.3,339.73,2580368.91
1527832800.0,2018-06-01 06-AM,BTCUSD,7513.17,7599.99,7511.61,7569.96,564.02,4264080.02
1527829200.0,2018-06-01 05-AM,BTCUSD,7516.2,7526.34,7504,7513.17,226.54,1702360.46
1527825600.0,2018-06-01 04-AM,BTCUSD,7515.32,7524.92,7494.51,7516.2,263.55,1980583.98
1527822000.0,2018-06-01 03-AM,BTCUSD,7519.92,7529.41,7490.11,7515.32,290.56,2184729.86
1527818400.0,2018-06-01 02-AM,BTCUSD,7508.66,7556.08,7508.66,7519.92,354.89,2674003.02
1527814800.0,2018-06-01 01-AM,BTCUSD,7523.88,7526.01,7491.91,7508.66,263.95,1983224.55
1527811200.0,2018-06-01 12-AM,BTCUSD,7514.18,7556.08,7504.07,7523.88,285.24,2146930.69
1527807600.0,2018-05-31 11-PM,BTCUSD,7456.43,7518,7456.43,7514.18,224.44,1681348.12
1527804000.0,2018-05-31 10-PM,BTCUSD,7557.41,7564.25,7434,7456.43,480.91,3590338.69
1527800400.0,2018-05-31 09-PM,BTCUSD,7562.47,7575.5,7549.46,7557.41,297.76,2251292.31
1527796800.0,2018-05-31 08-PM,BTCUSD,7558,7579.76,7541.17,7562.47,307.63,2327084.0
