Date,Open,High,Low,Close,Adj Close,Volume
2013-12-17,0.2477269580950407,0.25102590125729496,0.14415791680220327,0.18758636963054817,0.18758636963054817,35952918.655738555
2013-12-18,0.1926434942863677,0.5183059026639133,0.044545454545453195,0.5135789372961413,0.5135789372961413,47582432.96987888
2013-12-19,0.4954374490980252,0.5161075051213911,0.41132787244259245,0.5020339940714027,0.5020339940714027,38450690.37836075
2013-12-20,0.510720221177524,0.6576089998889282,0.5091808008599661,0.5979072861222615,0.5979072861222615,56047568.02753583
2013-12-23,0.6484838980849811,0.7235770883462447,0.6484838980849811,0.7042263391186181,0.7042263391186181,31351754.432654828
2013-12-24,0.7045565094013458,0.7628275072655527,0.7045565094013458,0.7628275072655527,0.7628275072655527,14376955.85763224
2013-12-26,0.7808589496974397,0.8674970941781223,0.7808589496974397,0.8584820491350844,0.8584820491350844,21794407.723772906
2013-12-27,0.8689264577347711,0.8900367298070939,0.8341842320125475,0.8516653906398884,0.8516653906398884,22571181.965357807
2013-12-30,0.8524344356204419,0.8634291170299947,0.822749334554038,0.8480362881895865,0.8480362881895865,25220240.50417545
2013-12-31,0.8649685263528725,0.9400617166141362,0.8627701288103504,0.9281879444578008,0.9281879444578008,25428919.55732876
2014-01-02,0.9007012409339189,0.9007012409339189,0.70147766876623,0.7480950079959199,0.7480950079959199,33870196.15632698
2014-01-03,0.7616182572307225,0.8169218235665339,0.7167604408457289,0.7413884172563133,0.7413884172563133,30502195.400138687
2014-01-06,0.751724121440902,0.8050480514101984,0.6573888863671097,0.690813157639405,0.690813157639405,36225806.648323655
2014-01-07,0.7121421908877351,0.8373717770627614,0.7121421908877351,0.8129639031793154,0.8129639031793154,38610553.046055645
2014-01-08,0.8131840057064538,0.8364926863159788,0.7417185765443609,0.8086758125093693,0.8086758125093693,40154096.369142756
2014-01-09,0.8252778913846076,0.8717851738533883,0.7305037926076698,0.8157125735317036,0.8157125735317036,39373583.935878605
2014-01-10,0.8369329023649357,0.8709060831066057,0.7530434282366414,0.8623299127613936,0.8623299127613936,36675049.33071798
2014-01-13,0.8501259813170106,0.8742036849177289,0.5671229917819365,0.6075826607360747,0.6075826607360747,39485729.68625604
2014-01-14,0.6313315463998765,0.8281366184979051,0.6313315463998765,0.8239585845888682,0.8239585845888682,36868115.93626973
2014-01-15,0.8419900270207552,0.9554545454545443,0.8419900270207552,0.9284080579796192,0.9284080579796192,41535688.035067156
2014-01-16,0.9241199673096732,0.9241199673096732,0.8395715159564147,0.9010314112166466,0.9010314112166466,38385821.75804439
2014-01-17,0.8827798552629411,0.9026808773004338,0.7838277225769663,0.8219789482223534,0.8219789482223534,39868014.7588662
2014-01-21,0.8478175270135793,0.9386337054032986,0.7524931554267753,0.8780529008898493,0.8780529008898493,41587033.19724977
2014-01-22,0.888057093440579,0.9118059791043809,0.8459479474079736,0.8897065595243662,0.8897065595243662,37097904.77772938
2014-01-23,0.8614508220146109,0.8614508220146109,0.6170392741738807,0.7093935205353469,0.7093935205353469,43673603.83515469
2014-01-24,0.6929014984210178,0.6929014984210178,0.28972738871786796,0.28972738871786796,0.28972738871786796,50778366.96200767
2014-01-27,0.29786334301412326,0.35228647725202095,0.09830961155838672,0.1937440399060999,0.1937440399060999,44475665.843981564
2014-01-28,0.2095757324496537,0.3290878643980852,0.17098429075530983,0.3140252058404048,0.3140252058404048,37797826.19626151
2014-01-29,0.28818796840031,0.28818796840031,0.07159194202037822,0.11282199730620103,0.11282199730620103,43583117.60715407
2014-01-30,0.14547722359794274,0.38296207817192796,0.14547722359794274,0.3326055687363468,0.3326055687363468,39003722.853261255
2014-01-31,0.2962138769303362,0.32919792115899443,0.09149296405787087,0.20506753925256918,0.20506753925256918,44634978.77760598
2014-02-03,0.20605802811139212,0.2296955156631536,-0.2669333860211946,-0.24241545537683926,-0.24241545537683926,51961284.734861456
2014-02-04,-0.22119647888941835,-0.05726540525381898,-0.22119647888941835,-0.09607694947530121,-0.09607694947530121,44730852.39949728
2014-02-05,-0.11608667592789189,-0.08958911991170189,-0.2860640217270026,-0.13521731163369996,-0.13521731163369996,43805979.799325705
2014-02-06,-0.12037476659783804,0.11128392933445427,-0.12037476659783804,0.10435722507302919,0.10435722507302919,42059144.816975966
