Date,Open,High,Low,Close,Adj Close,Volume
2010-03-09,0.07520920360089925,0.16523881510717695,0.044545454545454076,0.10852264612528222,0.10852264612528222,59777026.432981126
2010-03-10,0.10587153476480247,0.19855367552310185,0.10437289256800703,0.16800531747869374,0.16800531747869374,63045669.907473706
2010-03-11,0.1489845444920732,0.22137804056145854,0.09169283834653515,0.22137804056145854,0.22137804056145854,53822919.428889565
2010-03-12,0.2383232393512427,0.2579209558654763,0.18368265609375653,0.2184961471789047,0.2184961471789047,56809713.73056838
2010-03-15,0.20166633940015763,0.22990832969808306,0.12005021965549763,0.22449071596608652,0.22449071596608652,48002071.17480729
2010-03-16,0.22817891700678566,0.33711532838018876,0.22264591226375208,0.3276619342104121,0.3276619342104121,50372831.94703139
2010-03-17,0.3331949389534457,0.4473182050919156,0.3331949389534457,0.4054730555393662,0.4054730555393662,57213639.90706713
2010-03-18,0.40455135687018384,0.42345675037333946,0.34725965072464576,0.4010925199600169,0.4010925199600169,48813612.35133445
2010-03-19,0.41089208716290465,0.4399403851189754,0.280052997892755,0.33273479280083945,0.33273479280083945,60086426.50653211
2010-03-22,0.3021864462840035,0.4240322760094106,0.2518110075948296,0.40086315582948473,0.40086315582948473,49126816.52415041
2010-03-23,0.4084703399329571,0.5035728215572343,0.37803737289958605,0.49723349762848323,0.49723349762848323,50855491.45074151
2010-03-24,0.48028689247472933,0.48420728190147233,0.40316810568442546,0.42287980684572635,0.42287980684572635,54245866.101713166
2010-03-25,0.44950917029978904,0.5723920897054156,0.39256223082339237,0.39994003926876043,0.39994003926876043,65348648.54734014
2010-03-26,0.42126577363789386,0.4944669952569664,0.3509478517653449,0.4098535911187155,0.4098535911187155,54276644.72303884
2010-03-29,0.4227644158346893,0.5050714637540297,0.4227644158346893,0.48628146126191113,0.48628146126191113,50439807.14924194
2010-03-30,0.49239140953255783,0.5394234023226019,0.4367137365948523,0.48685840478952425,0.48685840478952425,47090124.83283195
2010-03-31,0.469336262472127,0.5017294242188696,0.40040160331290864,0.44259291437099707,0.44259291437099707,51693546.04638817
2010-04-01,0.4633416936849452,0.580923796733582,0.4571163544032614,0.5425360777272298,0.5425360777272298,46189475.512916215
2010-04-05,0.5495677246670588,0.6535466569334996,0.5495677246670588,0.6502032110343696,0.6502032110343696,44745646.928256735
2010-04-06,0.6337195762887338,0.7004646766040484,0.5963703533265707,0.6732583580948005,0.6732583580948005,47103727.3695976
2010-04-07,0.6593104436986073,0.675103173324707,0.5327379168883118,0.5926807343943296,0.5926807343943296,58807096.3961488
2010-04-08,0.5846119977742812,0.6630000626308483,0.5081841276310856,0.6386756375041542,0.6386756375041542,54490481.21202434
2010-04-09,0.6505493840674808,0.7334333639868621,0.6468611714992095,0.7300899180877323,0.7300899180877323,52007441.873615935
2010-04-12,0.7366600125109852,0.7857675910254378,0.7340089011505055,0.7544129253228844,0.7544129253228844,53108555.69722211
2010-04-13,0.7481875860412006,0.7839241936870731,0.6661113201439344,0.7638663310202332,0.7638663310202332,62290152.738303386
2010-04-14,0.779888413249293,0.9177591494592717,0.779888413249293,0.9177591494592717,0.9177591494592717,66399271.59888397
2010-04-15,0.9191424121726023,0.9554545454545459,0.8929745897075435,0.9295175050115613,0.9295175050115613,69111594.37480836
2010-04-16,0.9122261447162381,0.9122261447162381,0.6424806474474324,0.7042682686557846,0.7042682686557846,93470971.10444777
2010-04-19,0.7034619609976394,0.7704364254434862,0.6068608371765667,0.7664020628972481,0.7664020628972481,76055919.94514543
2010-04-20,0.7839241936870731,0.8938962883767259,0.7839241936870731,0.8776434241255919,0.8776434241255919,61287369.11690995
2010-04-21,0.8775280331145549,0.921678132522045,0.7817332284791997,0.8634633213433548,0.8634633213433548,65987391.396649376
2010-04-22,0.8240399305483251,0.9133786254074946,0.681904038242462,0.894934784420915,0.894934784420915,69577884.72410557
2010-04-23,0.8857121607456403,0.9941870196024674,0.8537805630430461,0.9941870196024674,0.9941870196024674,61396535.23824109
2010-04-26,0.9917652723725198,1.02323673545008,0.9225998311912273,0.9338980405909105,0.9338980405909105,65104955.64291139
2010-04-27,0.9093442513336842,0.9261740591124313,0.5831133555774857,0.607205592318136,0.607205592318136,85932744.945834
